VehicleID,Amount (Million Naira)
VHL18518,4.450627469351987
VHL17149,5.895746118387157
VHL10927,4.647386841841881
VHL12909,4.0582630976014835
VHL12348,9.042252129846077
VHL10798,29.39709305935884
VHL11022,2.9842520814555407
VHL12206,6.841566140379601
VHL11697,10.80384667962344
VHL12313,4.547628116033854
VHL13411,21.553689632667794
VHL14334,4.480187655056693
VHL14302,4.668391663883584
VHL13979,4.686890518204843
VHL12272,0.8766289952523536
VHL15071,5.557093406585106
VHL19166,5.885034932023701
VHL10471,0.9501453488814438
VHL18431,1.9106956364267695
VHL12325,8.6732636816462
VHL15657,4.690934085052198
VHL13667,27.323618811194645
VHL18913,8.35299774185884
VHL13273,10.748674013005521
VHL16576,0.6052311021476839
VHL15506,2.8295599184516753
VHL10460,52.17979232226824
VHL16050,3.049635498201569
VHL17918,5.296229922030074
VHL12992,6.305505932176621
VHL10261,10.675576753599007
VHL18348,6.223347533781315
VHL11577,5.954754808825687
VHL16957,2.4592074920842304
VHL16165,10.70280712119113
VHL11441,5.708943645055261
VHL19990,2.711885209882059
VHL14072,5.761802507802772
VHL13637,2.346315609530782
VHL10757,17.719925825367618
VHL12657,10.887965682387671
VHL19939,17.82863687288024
VHL12094,13.116785501495212
VHL17177,1.9445117312099516
VHL16720,18.008461207777287
VHL11478,35.531124052997406
VHL14386,12.783280646357552
VHL11341,8.168468963878684
VHL18683,7.337622974387864
VHL13430,37.49316561533354
VHL18932,3.059161100933647
VHL17505,9.049112895118263
VHL16272,5.284451167297649
VHL14777,5.588647591279468
VHL13186,11.529224364431098
VHL19383,0.6263456982405788
VHL14605,12.772153593139338
VHL11440,22.954654561283476
VHL14303,14.680314831385678
VHL19478,5.489667144041326
VHL17837,4.711489724496926
VHL12824,2.4470361174612787
VHL17476,3.553850536140116
VHL18988,0.8877172566530458
VHL19482,8.11356804434034
VHL13263,2.9510310235613293
VHL17078,11.449045775246821
VHL19170,5.065965974026017
VHL18070,4.2580625683387305
VHL18061,9.247338335500762
VHL10726,5.687398336655864
VHL19212,5.691752980591049
VHL13283,3.457497848695011
VHL14023,11.516467094756143
VHL16973,26.860576028849046
VHL19653,19.61535602598983
VHL18605,14.605747291192612
VHL13287,12.875266177862411
VHL15719,1.77847084051972
VHL19636,7.8465213350761545
VHL11009,11.967097928239808
VHL18087,2.6469277960159108
VHL14422,5.287164473026128
VHL15789,32.27227878529566
VHL12369,3.1919092604061614
VHL15812,5.251359616278016
VHL18767,254.78699682413892
VHL19271,22.92009420697616
VHL17403,3.8983830895073854
VHL12967,2.396660209745594
VHL19998,9.867934259716211
VHL12336,4.173427716888671
VHL10328,2.4569078670631903
VHL18908,1.9951209100581249
VHL11127,4.953936188821607
VHL12655,14.177607386266663
VHL19086,90.47908937474567
VHL10384,8.830607589055203
VHL15712,16.784769684150767
VHL11054,21.491068280399823
VHL16505,7.817359524376939
VHL10534,1.8749491841064891
VHL14120,1.9598844744517123
VHL10206,6.787947485139568
VHL13595,15.69647931095508
VHL15887,6.117355170659332
VHL12672,4.018045678933847
VHL19770,7.5459256542320405
VHL13026,12.90430580108631
VHL12635,5.946641088375667
VHL14014,2.545598757760329
VHL19238,5.251359616278016
VHL18156,2.1006013934568486
VHL13087,4.517606173491866
VHL13743,1.5395203330883174
VHL19323,111.04928134954947
VHL16129,6.68509731111337
VHL17626,6.564079410707543
VHL14525,-0.027953170520676807
VHL15597,122.90546851741281
VHL19429,5.245416632993444
VHL14074,11.208962232445806
VHL17422,67.29802428070403
VHL11861,34.44049580056901
VHL19828,28.334860583822756
VHL14000,1.6277870156659358
VHL12312,6.300858137958721
VHL16257,5.180147606174543
VHL14859,7.013546417938673
VHL16048,2.2521039328133305
VHL14039,2.0608060969184763
VHL10296,2.41650105527531
VHL14949,0.7440683378321324
VHL17034,31.822179778652355
VHL17149,16.185043543833185
VHL19677,6.06277123269773
VHL14433,4.264729911969205
VHL16582,3.9566098948575013
VHL10059,8.48118454375562
VHL17140,12.90430580108631
VHL10364,5.8371724795436615
VHL16932,4.240215816558058
VHL18587,4.884303738226301
VHL13635,1.287952294706093
VHL18371,37.137066455476386
VHL19622,23.964640740546937
VHL18669,11.074180607900397
VHL17359,3.206225687693763
VHL19788,9.542602605172156
VHL19078,18.58253378839522
VHL12673,2.992310476026141
VHL17895,1.594496083987437
VHL18950,26.95016358401672
VHL13562,51.87084450222645
VHL11306,50.82812579297238
VHL15496,5.919131912729427
VHL11927,20.59146415597046
VHL10392,28.21166959805544
VHL14124,5.272214157697759
VHL12586,6.32844203847929
VHL12895,2.6355693201495836
VHL18481,6.286541343834112
VHL11310,4.6370024796643445
VHL15810,3.6871800675958886
VHL16037,9.719544693140541
VHL19627,29.313336632923672
VHL11152,22.011154129706547
VHL17698,33.531461519619995
VHL19815,77.96013780362902
VHL18192,4.010018931137278
VHL19720,2.085712158052287
VHL11686,10.851684492023468
VHL18649,6.742072584056066
VHL12765,4.3204593759890875
VHL10026,10.60957391596757
VHL11001,7.868259918796568
VHL13433,9.319257506868862
VHL17827,2.5114857761520177
VHL12344,2.779367044167362
VHL17308,55.96282804421218
VHL18722,2.267030920006194
VHL17199,5.386979057143386
VHL15338,3.314822605684048
VHL16946,7.600936624259802
VHL11039,3.640263676580819
VHL18017,16.054147795423553
VHL15945,21.18397841123516
VHL14724,4.761672692717224
VHL15314,29.555370057238758
VHL14276,7.0276896531804525
VHL17883,1.4155982497569948
VHL14385,18.039722463258627
VHL18665,1.1251314295050658
VHL15936,57.20141791525014
VHL19518,5.4240641620132655
VHL13530,1.3139181506903714
VHL17861,3.5286724479009823
VHL10966,47.30194095100653
VHL11652,10.331619918131274
VHL16641,18.87312641576484
VHL12017,21.918092523409474
VHL14856,1.3122284572985752
VHL16801,6.587017221931733
VHL16814,28.21166959805544
VHL13748,5.987163275773144
VHL13104,8.060456903785878
VHL10022,29.785691782846744
VHL14787,4.887040949675286
VHL19015,2.7708903994276426
VHL11089,5.966677136410905
VHL13873,4.878984760889509
VHL15486,25.576449922319927
