VehicleID,Amount (Million Naira)
VHL18518,3.862656990995233
VHL17149,3.861488400391114
VHL10927,3.8605576608518697
VHL12909,3.861488400391114
VHL12348,3.8624517106521887
VHL10798,3.864560067763554
VHL11022,3.8608732661710143
VHL12206,3.8624517106521887
VHL11697,3.8621063132328306
VHL12313,3.861488400391114
VHL13411,3.859537593948293
VHL14334,3.8624517106521887
VHL14302,3.861488400391114
VHL13979,3.8609072339397104
VHL12272,3.861488400391114
VHL15071,3.861488400391114
VHL19166,3.8614441950415395
VHL10471,3.861488400391114
VHL18431,3.8624517106521887
VHL12325,3.8605576608518697
VHL15657,3.843992108518385
VHL13667,3.8687891443310356
VHL18913,3.8624517106521887
VHL13273,3.7194972742728623
VHL16576,3.860801249688268
VHL15506,3.860791419602836
VHL10460,5.561436545838336
VHL16050,3.8605128448824186
VHL17918,3.8624517106521887
VHL12992,3.8609072339397104
VHL10261,3.8614441950415395
VHL18348,3.8624418805667564
VHL11577,3.8624418805667564
VHL16957,3.8624418805667564
VHL16165,3.85346713029387
VHL11441,3.861736980309162
VHL19990,3.8624517106521887
VHL14072,3.8624517106521887
VHL13637,3.8356568999703824
VHL10757,3.8624517106521887
VHL12657,3.8624418805667564
VHL19939,3.8624418805667564
VHL12094,3.8624418805667564
VHL17177,3.861488400391114
VHL16720,3.8624418805667564
VHL11478,3.8563580436336617
VHL14386,3.8624418805667564
VHL11341,3.8631615925137197
VHL18683,3.86961693717523
VHL13430,3.8624517106521887
VHL18932,3.8605576608518697
VHL17505,3.8624517106521887
VHL16272,3.8624517106521887
VHL14777,3.8624418805667564
VHL13186,3.8548013792434954
VHL19383,3.8598379394271936
VHL14605,3.8624517106521887
VHL11440,3.8620964831473983
VHL14303,3.8624418805667564
VHL19478,3.8624418805667564
VHL17837,3.860791419602836
VHL12824,3.8624517106521887
VHL17476,3.8624517106521887
VHL18988,3.861488400391114
VHL19482,3.8609072339397104
VHL13263,3.861488400391114
VHL17078,3.853265295002815
VHL19170,3.6947952884710786
VHL18070,3.8573213586711157
VHL18061,3.8514485407519063
VHL10726,3.859369059574806
VHL19212,3.8624517106521887
VHL13283,3.8624517106521887
VHL14023,3.8624418805667564
VHL16973,3.972707943654717
VHL19653,3.8605576608518697
VHL18605,3.8624418805667564
VHL13287,3.8624517106521887
VHL15719,3.852332004282594
VHL19636,3.8609072339397104
VHL11009,3.8624517106521887
VHL18087,3.8624517106521887
VHL14422,3.8605128448824186
VHL15789,3.877391355634792
VHL12369,3.8624418805667564
VHL15812,3.8609072339397104
VHL18767,0.2771126646130885
VHL19271,3.8544206104695125
VHL17403,3.8609072339397104
VHL12967,3.861488400391114
VHL19998,3.8605576608518697
VHL12336,3.8605128448824186
VHL10328,3.860801249688268
VHL18908,3.837273393165607
VHL11127,3.861488400391114
VHL12655,3.864037397850216
VHL19086,9.235210283686433
VHL10384,3.870308138669508
VHL15712,3.894392851590066
VHL11054,3.8522881850029926
VHL16505,3.8940692805961867
VHL10534,3.861488400391114
VHL14120,3.861488400391114
VHL10206,3.8624418805667564
VHL13595,3.8624517106521887
VHL15887,3.8624418805667564
VHL12672,3.8624418805667564
VHL19770,3.8609072339397104
VHL13026,3.8624418805667564
VHL12635,3.8624418805667564
VHL14014,3.861488400391114
VHL19238,3.8609072339397104
VHL18156,3.861488400391114
VHL13087,3.861488400391114
VHL13743,3.861488400391114
VHL19323,2.342458309317305
VHL16129,3.8624517106521887
VHL17626,3.8624517106521887
VHL14525,3.8300365309647084
VHL15597,1.440873675184873
VHL19429,3.861488400391114
VHL14074,3.8624517106521887
VHL17422,0.1797131126935706
VHL11861,3.864560067763554
VHL19828,3.854746433269242
VHL14000,3.861488400391114
VHL12312,3.8605576608518697
VHL16257,3.8150266857184625
VHL14859,5.718307800730654
VHL16048,3.8598379394271936
VHL14039,3.8605128448824186
VHL10296,3.8329117868288907
VHL14949,3.861488400391114
VHL17034,3.941188650100361
VHL17149,3.8624418805667564
VHL19677,3.8624418805667564
VHL14433,3.8624517106521887
VHL16582,3.861488400391114
VHL10059,3.861488400391114
VHL17140,3.8624418805667564
VHL10364,3.8605576608518697
VHL16932,3.8624517106521887
VHL18587,3.8624517106521887
VHL13635,3.857157850925454
VHL18371,4.0512170273922985
VHL19622,3.8624418805667564
VHL18669,3.8624517106521887
VHL17359,3.8609072339397104
VHL19788,3.8612038519430256
VHL19078,3.8624418805667564
VHL12673,3.8605128448824186
VHL17895,3.859553390979105
VHL18950,3.8621063132328306
VHL13562,3.8673324916893708
VHL11306,3.8641249027747944
VHL15496,3.8605576608518697
VHL11927,3.8540272330575167
VHL10392,3.864560067763554
VHL14124,3.8624517106521887
VHL12586,3.8624517106521887
VHL12895,3.8624418805667564
VHL18481,3.8609072339397104
VHL11310,3.8628909157612097
VHL15810,3.8624517106521887
VHL16037,3.8623642057276104
VHL19627,3.8767549514570776
VHL11152,3.864560067763554
VHL17698,3.864560067763554
VHL19815,5.788550565427435
VHL18192,3.8609072339397104
VHL19720,3.8624517106521887
VHL11686,3.8624517106521887
VHL18649,3.8624517106521887
VHL12765,3.8624418805667564
VHL10026,3.8624517106521887
VHL11001,3.8624418805667564
VHL13433,3.86961693717523
VHL17827,3.857157850925454
VHL12344,3.8624418805667564
VHL17308,3.936886091318865
VHL18722,3.8609072339397104
VHL17199,3.8624418805667564
VHL15338,3.8614441950415395
VHL16946,3.8609072339397104
VHL11039,3.8605576608518697
VHL18017,3.8624517106521887
VHL15945,3.852008643515553
VHL14724,3.8609072339397104
VHL15314,3.907874792215028
VHL14276,3.8731906933123064
VHL17883,3.8624517106521887
VHL14385,3.834875149946266
VHL18665,3.8624517106521887
VHL15936,4.068904711237503
VHL19518,3.8624418805667564
VHL13530,3.8624517106521887
VHL17861,3.842699600027787
VHL10966,3.8673324916893708
VHL11652,3.8605576608518697
VHL16641,3.86682019182954
VHL12017,3.8624517106521887
VHL14856,3.8624517106521887
VHL16801,3.8609072339397104
VHL16814,3.864560067763554
VHL13748,3.8614441950415395
VHL13104,3.85346713029387
VHL10022,3.942058445608671
VHL14787,3.843992108518385
VHL19015,3.8624517106521887
VHL11089,3.8605128448824186
VHL13873,3.8624517106521887
VHL15486,3.8624418805667564
VHL13253,3.860801249688268
VHL15232,3.8624517106521887
VHL18914,3.861488400391114
VHL14922,3.8624517106521887
VHL14541,3.861488400391114
VHL15820,3.8624517106521887
VHL10710,3.8624517106521887
VHL11752,3.8624517106521887
VHL13868,3.8609072339397104
VHL17442,3.8322372094860033
VHL14571,3.8624517106521887
VHL17155,3.8612038519430256
VHL11093,3.8609072339397104
VHL18280,3.861488400391114
VHL18425,3.8623642057276104
VHL10175,3.861488400391114
VHL15307,3.8624517106521887
VHL18062,3.8624517106521887
VHL18972,3.8870405876897407
VHL11185,3.8624517106521887
VHL10343,3.861488400391114
VHL10450,3.8624418805667564
VHL19621,3.8605576608518697
VHL14502,3.8609072339397104
VHL12768,3.8623642057276104
VHL19922,3.8624418805667564
VHL10824,3.8624418805667564
VHL16646,3.861488400391114
VHL15462,3.8609072339397104
VHL15801,3.8624418805667564
VHL10322,3.8609072339397104
VHL15613,3.845935902208541
VHL17756,3.8624517106521887
VHL16186,3.8544722281317085
VHL19061,3.861736980309162
VHL13446,3.8509999684151834
VHL10599,3.845935902208541
VHL18255,3.842632512018647
VHL17948,3.8849651883033753
VHL17616,3.8519789797296573
VHL17664,3.9333264313422625
VHL18299,3.861488400391114
VHL18959,3.8624418805667564
VHL10473,3.8612038519430256
VHL17271,3.8624418805667564
VHL19798,3.8624517106521887
VHL17935,3.961663906383281
VHL10245,3.8624418805667564
VHL15041,3.8624517106521887
VHL15001,3.8609072339397104
VHL16287,3.860801249688268
VHL13974,4.05179330389224
VHL15764,3.990786289312993
VHL18888,3.85925677297579
VHL14882,3.8624517106521887
VHL19424,3.8612038519430256
VHL13785,8.564279166385187
VHL10783,3.8605576608518697
VHL19808,3.8624517106521887
VHL18890,3.8624418805667564
VHL13440,3.8624418805667564
VHL13285,3.861488400391114
VHL18805,3.86968185431738
VHL18550,3.8624517106521887
VHL10061,3.882294346316776
VHL18522,3.8699967902846275
VHL16813,3.8624517106521887
VHL11036,3.8700113262325218
VHL12107,3.9583174432852988
VHL17826,3.8514485407519063
VHL14449,3.8598379394271936
VHL14938,3.8624517106521887
VHL14098,3.8624517106521887
VHL19241,5.481963967389137
VHL17856,3.8609072339397104
VHL18900,3.8624517106521887
VHL11133,3.8624418805667564
VHL11687,3.8624517106521887
VHL12719,3.861488400391114
VHL15531,3.85925677297579
VHL17329,5.561436545838336
VHL16806,3.858500678128408
VHL11582,3.8623642057276104
VHL16362,3.861488400391114
VHL11119,3.8624517106521887
VHL13806,3.864560067763554
VHL11733,3.852332004282594
VHL18959,4.6485375576418715
VHL17287,3.8624517106521887
VHL11709,3.882294346316776
VHL19793,3.857499221737844
VHL19880,3.8598379394271936
VHL19964,3.864569897848986
VHL12784,3.871252728947191
VHL17371,3.8624517106521887
VHL12439,3.858907199887949
VHL16652,3.861488400391114
VHL17836,3.8605576608518697
VHL16597,3.8624517106521887
VHL18707,3.861488400391114
VHL16683,3.8609072339397104
VHL15365,3.861488400391114
VHL13507,3.8624418805667564
VHL14459,3.8620964831473983
VHL19300,3.8624418805667564
VHL18418,3.8624517106521887
VHL15350,3.861488400391114
VHL15927,3.8624517106521887
VHL12985,3.8624517106521887
VHL10426,9.1856625261866
VHL10506,3.8612038519430256
VHL11042,3.864115072689362
VHL18043,3.8614441950415395
