VehicleID,Amount (Million Naira)
VHL18518,3.2121500000000007
VHL17149,5.740422222222227
VHL10927,4.241799999999999
VHL12909,4.347833333333333
VHL12348,9.429624999999994
VHL10798,40.6085
VHL11022,2.332699999999999
VHL12206,5.93506507936508
VHL11697,12.297499999999998
VHL12313,6.058653571428574
VHL13411,21.778000000000016
VHL14334,3.6609500000000024
VHL14302,5.65845
VHL13979,4.268599999999995
VHL12272,2.1668666666666656
VHL15071,6.98118333333333
VHL19166,5.622949999999998
VHL10471,2.837250000000001
VHL18431,2.8917000000000015
VHL12325,8.520366666666673
VHL15657,3.0783000000000014
VHL13667,21.615600000000004
VHL18913,7.21
VHL13273,6.215774999999999
VHL16576,1.199300000000001
VHL15506,3.218766666666666
VHL10460,35.150880952380945
VHL16050,3.327475
VHL17918,6.058666666666668
VHL12992,6.634000000000004
VHL10261,13.5573
VHL18348,6.427808333333332
VHL11577,6.99615
VHL16957,3.732100000000001
VHL16165,16.703500000000002
VHL11441,5.6313499999999985
VHL19990,3.5837333333333383
VHL14072,5.051349999999996
VHL13637,2.1369999999999987
VHL10757,19.669999999999995
VHL12657,11.611299999999995
VHL19939,12.71449999999998
VHL12094,13.01333333333333
VHL17177,3.1125666666666647
VHL16720,11.458333333333332
VHL11478,33.453500000000005
VHL14386,12.99966666666667
VHL11341,7.461799999999999
VHL18683,8.498999999999997
VHL13430,22.934
VHL18932,3.9715000000000007
VHL17505,8.794971428571422
VHL16272,3.9210999999999983
VHL14777,4.839199999999998
VHL13186,10.413799999999995
VHL19383,1.617900000000001
VHL14605,12.900699999999997
VHL11440,22.014000000000006
VHL14303,13.151999999999985
VHL19478,5.604499999999999
VHL17837,2.895016666666667
VHL12824,3.253733333333333
VHL17476,4.60795
VHL18988,1.9893999999999976
VHL19482,7.430083333333332
VHL13263,3.4372124999999993
VHL17078,6.840200000000002
VHL19170,3.037200000000002
VHL18070,2.7525999999999997
VHL18061,13.813099999999999
VHL10726,4.245599999999999
VHL19212,4.540374999999999
VHL13283,3.340166666666671
VHL14023,9.067399999999996
VHL16973,30.3885
VHL19653,22.868000000000002
VHL18605,13.800285714285714
VHL13287,12.036999999999987
VHL15719,1.7104999999999995
VHL19636,7.448499999999995
VHL11009,15.499
VHL18087,3.688
VHL14422,4.083874999999997
VHL15789,25.4489
VHL12369,4.649666666666664
VHL15812,4.933500000000008
VHL18767,269.85
VHL19271,23.52599999999999
VHL17403,3.5486
VHL12967,3.5910000000000015
VHL19998,9.486550000000001
VHL12336,3.631600000000002
VHL10328,3.441238095238096
VHL18908,2.5678000000000014
VHL11127,5.143399999999999
VHL12655,18.164750000000005
VHL19086,107.147
VHL10384,7.414149999999999
VHL15712,11.303000000000003
VHL11054,19.146
VHL16505,4.629700000000003
VHL10534,2.588025
VHL14120,2.9002000000000003
VHL10206,5.620366666666667
VHL13595,10.468999999999996
VHL15887,5.762000000000001
VHL12672,4.808783333333334
VHL19770,7.0758
VHL13026,11.91425
VHL12635,6.025599999999998
VHL14014,4.694647258297259
VHL19238,4.933500000000008
VHL18156,4.495000000000004
VHL13087,4.516041666666661
VHL13743,2.2341833333333323
VHL19323,119.24657142857143
VHL16129,5.80621388888889
VHL17626,6.434999999999997
VHL14525,1.3182000000000007
VHL15597,204.57416666666666
VHL19429,5.73815714285714
VHL14074,14.2358
VHL17422,74.805
VHL11861,35.352666666666664
VHL19828,27.267400000000006
VHL14000,2.9246999999999996
VHL12312,8.402874999999993
VHL16257,5.007100000000001
VHL14859,4.045399999999999
VHL16048,2.7349999999999977
VHL14039,2.4085999999999976
VHL10296,2.6957999999999993
VHL14949,1.6403333333333352
VHL17034,28.320999999999998
VHL17149,18.158
VHL19677,7.596500000000001
VHL14433,4.695800000000005
VHL16582,4.319
VHL10059,5.733519047619053
VHL17140,11.91425
VHL10364,8.082874999999996
VHL16932,4.695800000000005
VHL18587,5.970725
VHL13635,1.845700000000001
VHL18371,27.382500000000007
VHL19622,14.32605000000001
VHL18669,16.6496
VHL17359,2.242099999999999
VHL19788,8.8403
VHL19078,13.8875
VHL12673,3.351725
VHL17895,1.6951999999999978
VHL18950,18.0855
VHL13562,57.898533333333326
VHL11306,44.802
VHL15496,8.6274
VHL11927,17.153
VHL10392,27.005357142857143
VHL14124,4.2078000000000015
VHL12586,5.423474999999999
VHL12895,3.4783333333333344
VHL18481,7.4545000000000075
VHL11310,3.5180000000000002
VHL15810,4.256999999999998
VHL16037,9.261666666666667
VHL19627,26.8345
VHL11152,19.491300000000003
VHL17698,29.70286904761905
VHL19815,63.2446
VHL18192,4.5204
VHL19720,4.088128571428571
VHL11686,11.508250000000002
VHL18649,5.353976190476195
VHL12765,5.849516666666662
VHL10026,21.567685714285712
VHL11001,7.545200000000009
VHL13433,7.027499999999993
VHL17827,2.6075000000000013
VHL12344,6.431900000000004
VHL17308,49.001000000000005
VHL18722,2.3812999999999986
VHL17199,7.447833333333332
VHL15338,4.3814999999999955
VHL16946,6.311600000000002
VHL11039,2.649700000000002
VHL18017,11.309999999999993
VHL15945,18.293600000000005
VHL14724,4.086299999999998
VHL15314,26.798
VHL14276,3.6365000000000025
VHL17883,3.3529
VHL14385,14.6315
VHL18665,1.3089000000000004
VHL15936,55.058
VHL19518,5.651133333333335
VHL13530,2.0596999999999976
VHL17861,2.1588
VHL10966,54.77433333333333
VHL11652,9.278700000000002
VHL16641,12.947100000000002
VHL12017,20.393499999999996
VHL14856,3.5635333333333317
VHL16801,8.165999999999993
VHL16814,27.005357142857143
VHL13748,5.5000000000000036
VHL13104,7.742749999999992
VHL10022,23.679833333333335
VHL14787,3.3602000000000043
VHL19015,4.338808333333332
VHL11089,3.898500000000002
VHL13873,4.394666666666673
VHL15486,25.43683333333333
VHL13253,1.2493000000000003
VHL15232,2.1289000000000002
VHL18914,5.948192857142856
VHL14922,5.5017999999999985
VHL14541,3.2849
VHL15820,16.992533333333334
VHL10710,5.608499999999993
VHL11752,3.312833333333334
VHL13868,4.030499999999999
VHL17442,23.145416666666662
VHL14571,18.375300000000006
VHL17155,4.709899999999999
VHL11093,7.752749999999999
VHL18280,3.4852666666666705
VHL18425,5.384550000000001
VHL10175,1.9832749999999977
VHL15307,12.326
VHL18062,5.411505158730157
VHL18972,4.533633333333334
VHL11185,7.146333333333334
VHL10343,4.350500000000007
VHL10450,3.9683166666666647
VHL19621,7.603799999999996
VHL14502,8.169
VHL12768,5.244816666666666
VHL19922,12.756333333333332
VHL10824,18.475499999999997
VHL16646,8.2315
VHL15462,11.795
VHL15801,8.662499999999998
VHL10322,9.66540000000001
VHL15613,4.188750000000002
VHL17756,4.494630952380961
VHL16186,19.55666666666666
VHL19061,5.6313499999999985
VHL13446,48.36324999999999
VHL10599,13.7146
VHL18255,18.13
VHL17948,5.770700000000001
VHL17616,1.1157
VHL17664,52.831100000000006
VHL18299,3.2384999999999997
VHL18959,6.434951190476193
VHL10473,8.8403
VHL17271,13.702999999999998
VHL19798,6.963816666666658
VHL17935,123.61899999999997
VHL10245,28.32432142857143
VHL15041,3.271199999999999
VHL15001,7.025499999999999
VHL16287,2.041600000000001
VHL13974,13.7002
VHL15764,23.9475
VHL18888,3.3514999999999993
VHL14882,7.040316666666664
